TextID,TextType,STTR
HTREN_013.txt,HT,0.276
HTREN_014.txt,HT,0.276
HTREN_015.txt,HT,0.2806666666666667
HTREN_016.txt,HT,0.2945
HTREN_017.txt,HT,0.2886666666666667
HTREN_018.txt,HT,0.2946666666666667
HTREN_019.txt,HT,0.292
HTREN_020.txt,HT,0.27266666666666667
HTREN_021.txt,HT,0.2175
HTREN_022.txt,HT,0.2875
HTREN_023.txt,HT,0.278
HTREN_024.txt,HT,0.29500000000000004
HTREN_025.txt,HT,0.256
HTREN_026.txt,HT,0.29000000000000004
HTREN_027.txt,HT,0.2845
HTREN_028.txt,HT,0.27549999999999997
HTREN_029.txt,HT,0.2415
HTREN_030.txt,HT,0.2853333333333333
HTREN_031.txt,HT,0.251
HTREN_032.txt,HT,0.27849999999999997
HTREN_033.txt,HT,0.2345
HTREN_034.txt,HT,0.2585
HTREN_036.txt,HT,0.25866666666666666
HTREN_038.txt,HT,0.2885
HTREN_039.txt,HT,0.2535
HTREN_041.txt,HT,0.28500000000000003
HTREN_042.txt,HT,0.2885
HTREN_043.txt,HT,0.2885
HTREN_044.txt,HT,0.292
HTREN_045.txt,HT,0.28500000000000003
HTREN_046.txt,HT,0.2855
HTREN_047.txt,HT,0.2965
HTREN_048.txt,HT,0.28400000000000003
HTREN_049.txt,HT,0.23399999999999999
HTREN_050.txt,HT,0.257
HTREN_051.txt,HT,0.2845
HTREN_052.txt,HT,0.3015
HTREN_053.txt,HT,0.3015
HTREN_054.txt,HT,0.238
HTREN_055.txt,HT,0.2455
HTREN_056.txt,HT,0.271
HTREN_057.txt,HT,0.2845
HTREN_058.txt,HT,0.2415
HTREN_059.txt,HT,0.3065
HTREN_060.txt,HT,0.25066666666666665
HTREN_061.txt,HT,0.268
HTREN_062.txt,HT,0.27649999999999997
HTREN_063.txt,HT,0.256
HTREN_064.txt,HT,0.25533333333333336
HTREN_065.txt,HT,0.29800000000000004
HTREN_067.txt,HT,0.242
HTREN_068.txt,HT,0.25
HTREN_069.txt,HT,0.303
HTREN_070.txt,HT,0.2475
HTREN_071.txt,HT,0.261
HTREN_072.txt,HT,0.25949999999999995
HTREN_073.txt,HT,0.29400000000000004
HTREN_074.txt,HT,0.286
HTREN_075.txt,HT,0.28300000000000003
HTREN_076.txt,HT,0.2365
HTREN_078.txt,HT,0.282
HTREN_079.txt,HT,0.2635
HTREN_080.txt,HT,0.2695
HTREN_081.txt,HT,0.2475
HTREN_082.txt,HT,0.2375
HTREN_083.txt,HT,0.29800000000000004
HTREN_085.txt,HT,0.23750000000000004
HTREN_087.txt,HT,0.27649999999999997
HTREN_088.txt,HT,0.22866666666666666
HTREN_089.txt,HT,0.269
HTREN_090.txt,HT,0.34099999999999997
HTREN_091.txt,HT,0.261
HTREN_092.txt,HT,0.29400000000000004
HTREN_093.txt,HT,0.2565
HTREN_094.txt,HT,0.25749999999999995
HTREN_095.txt,HT,0.24466666666666667
HTREN_097.txt,HT,0.2925
HTREN_098.txt,HT,0.26049999999999995
HTREN_100.txt,HT,0.24
